Country,Pollutant,Variable,Year,Unit,Emissions
South Africa,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,8.103
South Africa,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,7.424
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,11.474
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,11.471
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,11.257
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,11.226
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,11.571
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,11.698
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,11.895
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,11.943
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,11.252
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,11.551
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,11.881
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,11.867
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,12.037
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,12.069
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,12.008
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,12.242
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,12.201
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,12.48
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,12.095
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,11.717
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,12.123
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,12.391
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,12.569
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,12.572
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,12.255
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,12.004
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,11.764
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,11.753
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,11.626
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,11.325
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,10.723
OECD Asia Oceania,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,10.727
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,18.926
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,18.317
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,19.112
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,19.314
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,19.481
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,20.364
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,20.698
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,20.892
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,20.723
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,21.212
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,22.215
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,21.398
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,22.442
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,22.856
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,22.676
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,22.537
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,21.674
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,22.232
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,21.338
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,19.054
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,20.106
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,20.366
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,20.026
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,20.049
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,19.214
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,20.249
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,19.219
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,19.045
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,19.245
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,18.746
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,16.968
Canada,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,17.077
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,17.586
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,17.689
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,17.487
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,17.587
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,17.94
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,18.544
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,18.919
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,18.968
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,19.423
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,19.576
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,20.329
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,20.855
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,19.982
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,19.911
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,19.025
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,19.164
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,18.577
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,17.467
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,16.821
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,15.239
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,15.388
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,14.214
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,14.243
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,14.302
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,14.002
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,14.502
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,14.567
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,14.786
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,14.412
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,13.781
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,13.28
Ireland,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,13.858
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,14.338
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,14.604
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,14.513
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,14.338
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,14.768
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,14.925
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,15.236
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,14.418
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,14.841
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,14.24
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,14.358
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,14.174
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,14.063
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,14.045
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,14.089
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,13.709
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,13.365
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,12.955
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,12.854
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,11.601
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,12.233
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,11.179
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,10.857
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,10.751
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,10.194
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,10.512
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,10.328
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,10.244
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,10.258
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,10.119
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,9.293
Belgium,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,9.576
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,33.341
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,34.352
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,32.266
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,31.926
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,29.793
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,23.385
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,23.135
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,21.101
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,18.96
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,19.621
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,20.674
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,21.616
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,23.158
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,23.921
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,26.482
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,26.718
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,26.108
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,24.674
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,23.975
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,22.422
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,23.579
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,22.653
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,21.539
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,19.817
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,18.627
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,17.459
Luxembourg,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,16.47
